call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target,agent_summary,agent_sentiment,agent_topics,agent_next_action,agent_compliance_flag,agent_competitor_flag
CALL_000393,HCP_02693,REP_075,2024-02-04,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
CALL_000394,HCP_02249,REP_022,2024-05-06,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000395,HCP_04060,REP_021,2024-05-01,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned needs more data.,ERROR,,,,,
CALL_000396,HCP_02957,REP_060,2024-02-11,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised safety concern and mentioned cost too high.,ERROR,,,,,
CALL_000397,HCP_04760,REP_069,2024-01-15,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.,ERROR,,,,,
CALL_000398,HCP_02202,REP_017,2024-01-25,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000399,HCP_03575,REP_064,2024-01-14,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised patient support program and mentioned prefers competitor.,ERROR,,,,,
CALL_000400,HCP_02902,REP_020,2024-01-19,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000401,HCP_01951,REP_069,2024-05-25,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised safety concern and mentioned cost too high.,ERROR,,,,,
CALL_000402,HCP_04707,REP_057,2024-02-07,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000403,HCP_04423,REP_000,2024-01-13,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000404,HCP_02548,REP_078,2024-01-06,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000405,HCP_02668,REP_032,2024-02-05,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000406,HCP_02793,REP_076,2024-01-04,HCP raised access / prior auth and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned needs more data.,ERROR,,,,,
CALL_000407,HCP_00810,REP_038,2024-01-19,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised safety concern and mentioned formulary restrictions.,ERROR,,,,,
CALL_000408,HCP_01437,REP_045,2024-02-19,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised safety concern and mentioned needs more data.,ERROR,,,,,
CALL_000409,HCP_02206,REP_052,2024-01-03,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000410,HCP_02270,REP_018,2024-02-17,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised new indication and mentioned formulary restrictions.,ERROR,,,,,
CALL_000411,HCP_03978,REP_048,2024-01-26,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned formulary restrictions.,ERROR,,,,,
CALL_000412,HCP_02052,REP_021,2024-01-01,HCP raised side effect management and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised side effect management and mentioned cost too high.,ERROR,,,,,
CALL_000413,HCP_03546,REP_079,2024-02-01,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised side effect management and mentioned formulary restrictions.,ERROR,,,,,
CALL_000414,HCP_00542,REP_046,2024-03-20,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised access / prior auth and mentioned prefers competitor.,ERROR,,,,,
CALL_000415,HCP_00599,REP_042,2024-01-11,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised patient support program and mentioned needs more data.,ERROR,,,,,
CALL_000416,HCP_04398,REP_019,2024-01-09,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.,ERROR,,,,,
CALL_000417,HCP_01792,REP_021,2024-04-13,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised new indication and mentioned needs more data.,ERROR,,,,,
CALL_000418,HCP_03125,REP_019,2024-01-09,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000419,HCP_02896,REP_040,2024-01-18,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.,ERROR,,,,,
CALL_000420,HCP_04592,REP_042,2024-01-06,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.,ERROR,,,,,
CALL_000421,HCP_02001,REP_059,2024-01-05,HCP raised new indication and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised new indication and mentioned formulary restrictions.,ERROR,,,,,
CALL_000422,HCP_00134,REP_076,2024-01-26,HCP raised safety concern and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned workflow complexity.,ERROR,,,,,
CALL_000423,HCP_02780,REP_079,2024-02-06,HCP raised safety concern and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised safety concern and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000424,HCP_03604,REP_012,2024-01-21,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised new indication and mentioned needs more data.,ERROR,,,,,
CALL_000425,HCP_03825,REP_019,2024-02-18,HCP raised safety concern and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised safety concern and mentioned prefers competitor.,ERROR,,,,,
CALL_000426,HCP_02971,REP_056,2024-01-13,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised patient support program and mentioned no suitable patients yet.,ERROR,,,,,
CALL_000427,HCP_00786,REP_023,2024-01-27,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised efficacy improvement and mentioned cost too high.,ERROR,,,,,
CALL_000428,HCP_01597,REP_061,2024-01-20,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised patient support program and mentioned cost too high.,ERROR,,,,,
CALL_000429,HCP_00844,REP_068,2024-02-09,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on wait for formulary decision. HCP interest level: low.,HCP raised new indication and mentioned workflow complexity.,ERROR,,,,,
CALL_000430,HCP_02194,REP_018,2024-02-25,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: high.,HCP raised access / prior auth and mentioned cost too high.,ERROR,,,,,
CALL_000431,HCP_01630,REP_060,2024-01-09,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised new indication and mentioned prefers competitor.,ERROR,,,,,
CALL_000432,HCP_03574,REP_004,2024-02-01,HCP raised access / prior auth and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised access / prior auth and mentioned formulary restrictions.,ERROR,,,,,
