call_id,hcp_id,rep_id,call_date,call_note_raw,call_summary_target
CALL_002760,HCP_00939,REP_078,2024-04-23,HCP raised access / prior auth and mentioned workflow complexity. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised access / prior auth and mentioned workflow complexity.
CALL_002761,HCP_04406,REP_044,2024-01-10,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on provide starter kits. HCP interest level: low.,HCP raised efficacy improvement and mentioned cost too high.
CALL_002762,HCP_00496,REP_032,2024-02-03,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.
CALL_002763,HCP_02708,REP_045,2024-03-11,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised side effect management and mentioned formulary restrictions.
CALL_002764,HCP_04271,REP_028,2024-02-15,HCP raised safety concern and mentioned needs more data. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised safety concern and mentioned needs more data.
CALL_002765,HCP_01765,REP_040,2024-01-02,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.
CALL_002766,HCP_01839,REP_078,2024-03-22,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.
CALL_002767,HCP_02297,REP_075,2024-01-25,HCP raised access / prior auth and mentioned prefers competitor. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised access / prior auth and mentioned prefers competitor.
CALL_002768,HCP_04477,REP_039,2024-01-21,HCP raised safety concern and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised safety concern and mentioned cost too high.
CALL_002769,HCP_01088,REP_063,2024-03-29,HCP raised patient support program and mentioned needs more data. Discussed study results and aligned on schedule follow-up visit. HCP interest level: medium.,HCP raised patient support program and mentioned needs more data.
CALL_002770,HCP_02932,REP_013,2024-01-10,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on schedule follow-up visit. HCP interest level: high.,HCP raised efficacy improvement and mentioned cost too high.
CALL_002771,HCP_01815,REP_067,2024-01-02,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_002772,HCP_03189,REP_036,2024-01-02,HCP raised side effect management and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised side effect management and mentioned workflow complexity.
CALL_002773,HCP_04061,REP_061,2024-02-16,HCP raised side effect management and mentioned prefers competitor. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised side effect management and mentioned prefers competitor.
CALL_002774,HCP_00858,REP_014,2024-01-22,HCP raised access / prior auth and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised access / prior auth and mentioned no suitable patients yet.
CALL_002775,HCP_01149,REP_053,2024-02-01,HCP raised patient support program and mentioned no suitable patients yet. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised patient support program and mentioned no suitable patients yet.
CALL_002776,HCP_02766,REP_068,2024-01-17,HCP raised safety concern and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised safety concern and mentioned formulary restrictions.
CALL_002777,HCP_01804,REP_071,2024-01-23,HCP raised new indication and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned cost too high.
CALL_002778,HCP_02476,REP_074,2024-01-07,HCP raised patient support program and mentioned formulary restrictions. Discussed study results and aligned on share copay info. HCP interest level: low.,HCP raised patient support program and mentioned formulary restrictions.
CALL_002779,HCP_01212,REP_023,2024-01-30,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised new indication and mentioned needs more data.
CALL_002780,HCP_00855,REP_025,2024-05-01,HCP raised new indication and mentioned needs more data. Discussed study results and aligned on share copay info. HCP interest level: high.,HCP raised new indication and mentioned needs more data.
CALL_002781,HCP_00781,REP_018,2024-02-16,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_002782,HCP_01770,REP_038,2024-04-06,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised new indication and mentioned workflow complexity.
CALL_002783,HCP_01847,REP_046,2024-03-29,HCP raised new indication and mentioned workflow complexity. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised new indication and mentioned workflow complexity.
CALL_002784,HCP_00624,REP_047,2024-02-02,HCP raised efficacy improvement and mentioned formulary restrictions. Discussed study results and aligned on send clinical reprint. HCP interest level: high.,HCP raised efficacy improvement and mentioned formulary restrictions.
CALL_002785,HCP_02771,REP_040,2024-01-17,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on send clinical reprint. HCP interest level: medium.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_002786,HCP_02140,REP_069,2024-01-05,HCP raised patient support program and mentioned cost too high. Discussed study results and aligned on wait for formulary decision. HCP interest level: medium.,HCP raised patient support program and mentioned cost too high.
CALL_002787,HCP_01826,REP_056,2024-01-11,HCP raised efficacy improvement and mentioned cost too high. Discussed study results and aligned on share copay info. HCP interest level: medium.,HCP raised efficacy improvement and mentioned cost too high.
CALL_002788,HCP_03723,REP_032,2024-01-04,HCP raised side effect management and mentioned formulary restrictions. Discussed study results and aligned on provide starter kits. HCP interest level: medium.,HCP raised side effect management and mentioned formulary restrictions.
CALL_002789,HCP_00213,REP_031,2024-01-08,HCP raised efficacy improvement and mentioned no suitable patients yet. Discussed study results and aligned on connect with MSL. HCP interest level: high.,HCP raised efficacy improvement and mentioned no suitable patients yet.
CALL_002790,HCP_01391,REP_035,2024-01-18,HCP raised access / prior auth and mentioned cost too high. Discussed study results and aligned on connect with MSL. HCP interest level: low.,HCP raised access / prior auth and mentioned cost too high.
CALL_002791,HCP_00771,REP_034,2024-01-06,HCP raised patient support program and mentioned prefers competitor. Discussed study results and aligned on schedule follow-up visit. HCP interest level: low.,HCP raised patient support program and mentioned prefers competitor.
CALL_002792,HCP_04308,REP_036,2024-04-12,HCP raised efficacy improvement and mentioned workflow complexity. Discussed study results and aligned on connect with MSL. HCP interest level: medium.,HCP raised efficacy improvement and mentioned workflow complexity.
CALL_002793,HCP_03503,REP_020,2024-08-17,HCP raised new indication and mentioned prefers competitor. Discussed study results and aligned on provide starter kits. HCP interest level: high.,HCP raised new indication and mentioned prefers competitor.
